Target_Ticker,Candidate_Ticker,Candidate_Name,Distance
AMC,PAMC,Pacer Lunt MidCap Multi-Factor Alternator ETF,1
AMC,SMC,Summit Midstream Corporation Common Stock,1
AMC,UMC,United Microelectronics Corporation (NEW) Common Stock,1
AMC,VMC,Vulcan Materials Company (Holding Company) Common Stock,1
CSCO,CCSO,Carbon Collective Climate Solutions U.S. Equity ETF,1
CSCO,CECO,CECO Environmental Corp. - Common Stock,1
CSCO,CHCO,City Holding Company - Common Stock,1
CSCO,CHSCO,CHS Inc - Class B Cumulative Redeemable Preferred Stock,1
CSCO,CMCO,Columbus McKinnon Corporation - Common Stock,1
CSCO,COCO,"The Vita Coco Company, Inc. - Common Stock",1
CSCO,CVCO,"Cavco Industries, Inc. - Common Stock",1
CSCO,CWCO,Consolidated Water Co. Ltd. - Ordinary Shares,1
CSCO,TSCO,Tractor Supply Company - Common Stock,1
CSCO,CCO,"Clear Channel Outdoor Holdings, Inc. Common Stock",1
CSCO,CLCO,Cool Company Ltd. Common Shares,1
CSCO,CRCO,YieldMax CRCL Option Income Strategy ETF,1
CSCO,FSCO,FS Credit Opportunities Corp. Common Stock,1
CSCO,SCCO,Southern Copper Corporation Common Stock,1
CSCO,SCO,ProShares UltraShort Bloomberg Crude Oil,1
CSCO,VSCO,Victorias Secret & Co. Common Stock ,1
BTG,BCG,"Binah Capital Group, Inc. - Common Stock",1
BTG,BEG,Leverage Shares 2x Long BE Daily ETF,1
BTG,BTQ,BTQ Technologies Corp. - Common Stock,1
BTG,BTSG,"BrightSpring Health Services, Inc. - Common Stock",1
BTG,BUG,Global X Cybersecurity ETF,1
BTG,IBTG,iShares iBonds Dec 2026 Term Treasury ETF,1
BTG,WTG,Wintergreen Acquisition Corp. - Ordinary Shares,1
BTG,BG,Bunge Limited Common Shares,1
BTG,BGT,BlackRock Floating Rate Income Trust,1
BTG,BTI,"British American Tobacco  Industries, p.l.c. Common Stock ADR",1
BTG,BTU,Peabody Energy Corporation Common Stock ,1
BTG,BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,1
BTG,BWTG,Brendan Wood TopGun Index ETF,1
BTG,DTG,DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures,1
BTG,ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,1
BTG,GBTG,"Global Business Travel Group, Inc. Class A Common Stock",1
BTG,MTG,MGIC Investment Corporation Common Stock,1
BTG,STG,"Sunlands Technology Group American Depositary Shares, representing Class A ordinary shares",1
BTG,TBG,TBG Dividend Focus ETF,1
BTG,TG,Tredegar Corporation Common Stock,1
BTG,UTG,Reaves Utility Income Fund Common Shares of Beneficial Interest,1
BTG,VTG,Vanguard Total Treasury ETF,1
AZI,ABI,VictoryShares Pioneer Asset-Based Income ETF,1
AZI,ADI,"Analog Devices, Inc. - Common Stock",1
AZI,AEI,Alset Inc. - Common Stock,1
AZI,API,"Agora, Inc. - ADS",1
AZI,ACI,"Albertsons Companies, Inc. Class A Common Stock",1
AZI,AGI,Alamos Gold Inc. Class A Common Shares,1
AZI,AI,"C3.ai, Inc. Class A Common Stock",1
AZI,AII,"American Integrity Insurance Group, Inc. Common Stock",1
AZI,AIZ,"Assurant, Inc. Common Stock",1
AZI,ARI,"Apollo Commercial Real Estate Finance, Inc",1
AZI,ATI,ATI Inc. Common Stock,1
AZI,AWI,Armstrong World Industries Inc Common Stock,1
AZI,AYI,Acuity Inc. Common Stock,1
AZI,AZO,"AutoZone, Inc. Common Stock",1
AZI,AZZ,AZZ Inc.,1
GOOGL,GOOG,Alphabet Inc. - Class C Capital Stock,1
RXRX,LXRX,"Lexicon Pharmaceuticals, Inc. - Common Stock",1
RXRX,RPRX,Royalty Pharma plc - Class A Ordinary Shares,1
RXRX,XRX,Xerox Holdings Corporation - Common Stock,1
RXRX,RHRX,RH Tactical Rotation ETF,1
RXRX,RRX,Regal Rexnord Corporation Common Stock,1
MIMI,MIGI,Mawson Infrastructure Group Inc. - Common Stock,1
MIMI,MYMI,SPDR SSGA My2029 Municipal Bond ETF,1
MIMI,WIMI,WiMi Hologram Cloud Inc. - Class B Ordinary Shares,1
MIMI,LIMI,Themes Lithium & Battery Metal Miners ETF,1
MIMI,MMI,"Marcus & Millichap, Inc. Common Stock",1
ACHR,ACHC,"Acadia Healthcare Company, Inc. - Common Stock",1
ACHR,ACMR,"ACM Research, Inc. - Class A Common Stock",1
ACHR,AEHR,Aehr Test Systems - Common Stock,1
ACHR,ATHR,"Aether Holdings, Inc. - Common Stock",1
ACHR,CHR,"Cheer Holding, Inc.  - Class A Ordinary Share",1
ACHR,ICHR,Ichor Holdings - Ordinary Shares,1
ACHR,ACR,ACRES Commercial Realty Corp. Common Stock,1
ACHR,AHR,"American Healthcare REIT, Inc. Common Stock",1
ACHR,ASHR,Xtrackers Harvest CSI 300 China A-Shares ETF,1
ACHR,SCHR,Schwab Intermediate-Term U.S. Treasury ETF,1
AMD,AEMD,"Aethlon Medical, Inc. - Common Stock",1
AMD,AIMD,"Ainos, Inc. - Common Stock",1
AMD,AMOD,"Alpha Modus Holdings, Inc. - Class A Common Stock",1
AMD,AMWD,American Woodmark Corporation - Common Stock,1
AMD,VMD,"Viemed Healthcare, Inc. - Common Shares",1
AMD,AD,"Array Digital Infrastructure, Inc. Common Shares",1
AMD,ADM,Archer-Daniels-Midland Company Common Stock,1
AMD,AGD,abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,1
AMD,AM,Antero Midstream Corporation Common Stock,1
AMD,AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",1
AMD,AME,"AMETEK, Inc.",1
AMD,AMG,"Affiliated Managers Group, Inc. Common Stock",1
AMD,AMN,AMN Healthcare Services Inc,1
AMD,AMP,"Ameriprise Financial, Inc. Common Stock",1
AMD,AMR,"Alpha Metallurgical Resources, Inc. Common Stock",1
AMD,AMS,American Shared Hospital Services Common Stock,1
AMD,AMT,American Tower Corporation (REIT) Common Stock,1
AMD,AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,1
AMD,AOMD,"Angel Oak Mortgage REIT, Inc. 9.750% Senior Notes due 2030",1
AMD,APD,"Air Products and Chemicals, Inc. Common Stock",1
AMD,AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),1
AMD,BAMD,Brookstone Dividend Stock ETF,1
AMD,EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,1
AMD,MD,"Pediatrix Medical Group, Inc. Common Stock",1
AMD,MMD,NYLI MacKay DefinedTerm Muni Opportunities Fund Common Shares,1
AMD,RMD,ResMed Inc. Common Stock,1
PLTD,PLTK,Playtika Holding Corp. - Common Stock,1
PLTD,PLTR,Palantir Technologies Inc. - Class A Common Stock,1
PLTD,BLTD,Bluemonte Long Term Bond ETF,1
PLTD,PLD,"Prologis, Inc. Common Stock",1
PLTD,TLTD,FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund,1
BTBT,BTBD,"BT Brands, Inc. - Common Stock",1
BTBT,BBT,Beacon Financial Corporation Common stock,1
BTBT,BDBT,Bluemonte Core Bond ETF,1
BTBT,TBT,ProShares UltraShort Lehman 20  Year Treasury,1
ATPC,ASPC,A SPAC III Acquisition Corp. - Class A Ordinary Shares,1
ATPC,ATEC,"Alphatec Holdings, Inc. - Common Stock",1
ATPC,ATLC,Atlanticus Holdings Corporation - Common Stock,1
ATPC,ATRC,"AtriCure, Inc. - Common Stock",1
ATPC,TPC,Tutor Perini Corporation Common Stock,1
IREN,IRON,"Disc Medicine, Inc. - Common Stock",1
IREN,AREN,"The Arena Group Holdings, Inc. Common Stock",1
MSFT,MCFT,"MasterCraft Boat Holdings, Inc. - Common Stock",1
RZLV,RZLT,"Rezolute, Inc. - Common Stock (NV)",1
RZLV,RZLVW,Rezolve AI PLC - Warrants,1
RZLV,RVLV,"Revolve Group, Inc. Class A Common Stock",1
ECDA,BCDA,"BioCardia, Inc. - Common Stock",1
ECDA,ECDAW,"ECD Automotive Design, Inc. - Warrant",1
ECDA,EUDA,Euda Health Holdings Limited - Ordinary Shares,1
CDE,CDT,CDT Equity Inc. - Common Stock,1
CDE,CDW,CDW Corporation - Common Stock,1
CDE,CME,CME Group Inc. - Class A Common Stock,1
CDE,CRE,Cre8 Enterprise Limited - Class A Ordinary Shares,1
CDE,CUE,"Cue Biopharma, Inc. - Common Stock",1
CDE,CADE,Cadence Bank Common Stock,1
CDE,CAE,CAE Inc. Ordinary Shares,1
CDE,CDRE,"Cadre Holdings, Inc. Common Stock",1
CDE,CE,Celanese Corporation Common Stock,1
CDE,CEE,"The Central and Eastern Europe Fund, Inc. (The) Common Stock",1
CDE,CHE,Chemed Corp,1
CDE,COE,"51Talk Online Education Group American depositary shares, each representing 60 Class A ordinary shares",1
CDE,CVE,Cenovus Energy Inc Common Stock,1
CDE,CXE,MFS High Income Municipal Trust Common Stock,1
CDE,DE,Deere & Company Common Stock,1
CDE,GDE,WisdomTree Efficient Gold Plus Equity Strategy Fund,1
CDE,IDE,"Voya Infrastructure, Industrials and Materials Fund Common Shares of Beneficial Interest",1
CDE,VDE,Vanguard Energy ETF,1
CIFR,CIFRW,Cipher Mining Inc. - Warrant,1
CIFR,RIFR,Russell Investments Global Infrastructure ETF,1
CIFR,CFR,"Cullen/Frost Bankers, Inc. Common Stock",1
CIFR,CITR,"General Enterprise Ventures, Inc. Common Stock",1
CIFR,XIFR,"XPLR Infrastructure, LP Common Units representing limited partner interests",1
WMT,WCT,Wellchange Holdings Company Limited - Class A Ordinary shares,1
WMT,WMG,Warner Music Group Corp. - Class A Common Stock,1
WMT,YMT,Yimutian Inc. - American Depositary Shares; each representing 25 Class A ordinary shares,1
WMT,AMT,American Tower Corporation (REIT) Common Stock,1
WMT,CMT,Core Molding Technologies Inc Common Stock,1
WMT,KMT,Kennametal Inc. Common Stock,1
WMT,LMT,Lockheed Martin Corporation Common Stock,1
WMT,MMT,MFS Multimarket Income Trust Common Stock,1
WMT,MT,Arcelor Mittal NY Registry Shares NEW,1
WMT,NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,1
WMT,PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest,1
WMT,RMT,"Royce Micro-Cap Trust, Inc. Common Stock",1
WMT,WAT,Waters Corporation Common Stock,1
WMT,WIT,Wipro Limited Common Stock,1
WMT,WM,"Waste Management, Inc. Common Stock",1
WMT,WMB,"Williams Companies, Inc. (The) Common Stock",1
WMT,WMK,"Weis Markets, Inc. Common Stock",1
WMT,WMS,"Advanced Drainage Systems, Inc. Common Stock",1
WMT,WST,"West Pharmaceutical Services, Inc. Common Stock",1
WMT,WT,"WisdomTree, Inc. Common Stock",1
WMT,WTM,"White Mountains Insurance Group, Ltd. Common Stock",1
CPNG,CING,Cingulate Inc. - Common Stock,1
CPNG,CANG,Cango Inc. Class A Ordinary Shares,1
CPNG,CGNG,Capital Group New Geography Equity ETF,1
LUNR,LMNR,Limoneira Co - Common Stock,1
LUNR,LUNG,Pulmonx Corporation - Common Stock,1
LUNR,GUNR,FlexShares Global Upstream Natural Resources Index Fund ETF,1
WULF,WOLF,"Wolfspeed, Inc. Common Stock New",1
ASTS,ABTS,Abits Group Inc - Ordinary Shares,1
ASTS,ALTS,ALT5 Sigma Corporation - Common Stock,1
ASTS,ASNS,"Actelis Networks, Inc. - Common Stock",1
ASTS,ASPS,Altisource Portfolio Solutions S.A. - Common Stock,1
ASTS,ASST,"Strive, Inc. - Class A Common Stock",1
ASTS,ASTC,Astrotech Corporation - Common Stock,1
ASTS,ASTE,"Astec Industries, Inc. - Common Stock",1
ASTS,ASTH,Astrana Health Inc. - Common Stock,1
ASTS,ASTI,"Ascent Solar Technologies, Inc - Common Stock",1
ASTS,ASYS,"Amtech Systems, Inc. - Common Stock",1
ASTS,NSTS,"NSTS Bancorp, Inc. - Common Stock",1
ASTS,SATS,EchoStar Corporation - Common stock,1
ASTS,AOTS,AOT Software Platform ETF,1
ASTS,ATS,ATS Corporation Common Shares,1
ASTS,VSTS,Vestis Corporation Common Stock,1
APLD,APLS,"Apellis Pharmaceuticals, Inc. - Common Stock",1
APLD,APLT,"Applied Therapeutics, Inc. - Common Stock",1
APLD,PALD,Direxion Daily PANW Bear 1X Shares,1
APLD,UPLD,"Upland Software, Inc. - Common Stock",1
APLD,ABLD,Abacus FCF Real Assets Leaders ETF,1
APLD,APD,"Air Products and Chemicals, Inc. Common Stock",1
APLD,JPLD,JPMorgan Limited Duration Bond ETF,1
APLD,PLD,"Prologis, Inc. Common Stock",1
TSDD,MSDD,GraniteShares 2x Short MSTR Daily ETF,1
TSDD,SDD,ProShares UltraShort SmallCap600,1
BBD,BLBD,Blue Bird Corporation - Common Stock,1
BBD,BND,Vanguard Total Bond Market ETF,1
BBD,BTBD,"BT Brands, Inc. - Common Stock",1
BBD,WBD,"Warner Bros. Discovery, Inc. - Series A Common Stock",1
BBD,BB,BlackBerry Limited Common Stock,1
BBD,BBDC,"Barings BDC, Inc. Common Stock",1
BBD,BBT,Beacon Financial Corporation Common stock,1
BBD,BBU,Brookfield Business Partners L.P. Limited Partnership Units ,1
BBD,BBW,"Build-A-Bear Workshop, Inc. Common Stock",1
BBD,BBY,"Best Buy Co., Inc. Common Stock",1
BBD,BCD,abrdn Bloomberg All Commodity Longer Dated Strategy K-1 Free ETF,1
BBD,BKD,Brookdale Senior Living Inc. Common Stock,1
BBD,BLD,TopBuild Corp. Common Stock,1
BBD,BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),1
BBD,BYD,Boyd Gaming Corporation Common Stock,1
BBD,DBD,Diebold Nixdorf Incorporated Common stock,1
BBD,IBD,Inspire Corporate Bond ETF,1
BBD,PBD,Invesco Global Clean Energy ETF,1
OPTX,OPRX,OptimizeRx Corporation - Common Stock,1
OPTX,OPTXW,"Syntec Optics Holdings, Inc. - Warrant",1
OPTX,RPTX,Repare Therapeutics Inc. - Common Shares,1
OPTX,OKTX,Tradr 2X Long OKTA Daily ETF,1
OPTX,OPTT,"Ocean Power Technologies, Inc. Common Stock",1
OPTX,OPTU,"Optimum Communications, Inc. Class A common stock",1
OPTX,OSTX,OS Therapies Incorporated Common Stock,1
CRWG,COWG,Pacer US Large Cap Cash Cows Growth Leaders ETF,1
CRWG,CREG,Smart Powerr Corp. - Common Stock,1
CRWG,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock",1
CRWG,CRWS,"Crown Crafts, Inc. - Common Stock",1
CRWG,CRWV,"CoreWeave, Inc. - Class A Common Stock",1
CRWG,GRWG,GrowGeneration Corp. - Common Stock,1
CRWG,CRBG,Corebridge Financial Inc. Common Stock,1
SMCI,AMCI,AMC Robotics Corporation - Common Stock,1
SMCI,SMSI,"Smith Micro Software, Inc. - Common Stock",1
SMCI,SMTI,Sanara MedTech Inc. - Common Stock,1
SMCI,TMCI,"Treace Medical Concepts, Inc. - Common Stock",1
SMCI,CMCI,VanEck CMCI Commodity Strategy ETF,1
SMCI,MCI,Barings Corporate Investors Common Stock,1
SMCI,MSCI,MSCI Inc. Common Stock,1
SMCI,SCI,Service Corporation International Common Stock,1
SMCI,SDCI,USCF SummerHaven Dynamic Commodity Strategy No K-1 Fund,1
SMCI,SMC,Summit Midstream Corporation Common Stock,1
SMCI,SMHI,SEACOR Marine Holdings Inc. Common Stock ,1
CLSK,CLBK,"Columbia Financial, Inc. - Common Stock",1
CLSK,CLIK,Click Holdings Limited - Ordinary Share,1
CLSK,CLSKW,"CleanSpark, Inc. - Warrant",1
CLSK,CLST,"Catalyst Bancorp, Inc. - common stock",1
CLSK,CLS,"Celestica, Inc. Common Stock",1
AIRE,AIRG,"Airgain, Inc. - Common Stock",1
AIRE,AIRJ,AirJoule Technologies Corporation - Class A Common Stock,1
AIRE,AIRO,"AIRO Group Holdings, Inc. - Common Stock",1
AIRE,AIRS,"AirSculpt Technologies, Inc. - Common Stock",1
AIRE,AIRT,"Air T, Inc. - Common Stock",1
AIRE,APRE,"Aprea Therapeutics, Inc. - Common Stock",1
AIRE,AURE,Aurelion Inc.  - Class A Ordinary Shares,1
AIRE,AWRE,"Aware, Inc. - Common Stock",1
AIRE,ACRE,Ares Commercial Real Estate Corporation Common Stock,1
AIRE,AIR,AAR Corp. Common Stock,1
AIRE,AIRI,Air Industries Group Common Stock,1
AIRE,AKRE,Akre Focus ETF,1
AIRE,ARE,"Alexandria Real Estate Equities, Inc. Common Stock",1
AIRE,AVRE,Avantis Real Estate ETF,1
AIRE,IRE,Defiance Daily Target 2X Long IREN ETF,1
AIRE,JIRE,JPMorgan International Research Enhanced Equity ETF,1
SQQQ,GQQQ,Astoria US Quality Growth Kings ETF,1
SQQQ,IQQQ,ProShares Nasdaq-100 High Income ETF,1
SQQQ,KQQQ,Kurv Technology Titans Select ETF,1
SQQQ,MQQQ,Tradr 2X Long Innovation 100 Monthly ETF,1
SQQQ,QQQ,"Invesco QQQ Trust, Series 1",1
SQQQ,TQQQ,ProShares UltraPro QQQ,1
SQQQ,YQQQ,YieldMax Short N100 Option Income Strategy ETF,1
SQQQ,CQQQ,Invesco China Technology ETF,1
TTD,DTD,WisdomTree U.S. Total Dividend Fund,1
TTD,ETD,Ethan Allen Interiors Inc. Common Stock,1
TTD,HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,1
TTD,MTD,"Mettler-Toledo International, Inc. Common Stock",1
TTD,TD,Toronto Dominion Bank (The) Common Stock,1
TTD,THD,iShares MSCI Thailand ETF,1
TTD,TLTD,FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund,1
TTD,TT,Trane Technologies plc,1
TTD,TTC,Toro Company (The) Common Stock,1
TTD,TTI,"Tetra Technologies, Inc. Common Stock",1
TTD,TYD,Direxion Daily 10-Yr Treasury Bull 3x Shrs,1
AG,AGH,Aureus Greenway Holdings Inc. - Common Stock,1
AG,AHG,Akso Health Group - American Depositary Shares,1
AG,AXG,Solowin Holdings - Class A Ordinary Share,1
AG,AZ,A2Z Cust2Mate Solutions Corp. - Common Shares,1
AG,CG,The Carlyle Group Inc. - Common Stock,1
AG,JG,Aurora Mobile Limited - American Depositary Shares,1
AG,KG,"Kestrel Group, Ltd. - Common Stock",1
AG,UG,"United-Guardian, Inc. - Common Stock",1
AG,ZG,"Zillow Group, Inc. - Class A Common Stock",1
AG,A,"Agilent Technologies, Inc. Common Stock",1
AG,AA,Alcoa Corporation Common Stock ,1
AG,AB,AllianceBernstein Holding L.P.  Units,1
AG,ABG,Asbury Automotive Group Inc Common Stock,1
AG,AD,"Array Digital Infrastructure, Inc. Common Shares",1
AG,AEG,Aegon Ltd. New York Registry Shares,1
AG,AFG,"American Financial Group, Inc. Common Stock",1
AG,AGL,"agilon health, inc. Common Stock",1
AG,AGM,Federal Agricultural Mortgage Corporation Common Stock,1
AG,AGO,Assured Guaranty Ltd. Common Stock,1
AG,AGX,"Argan, Inc. Common Stock",1
AG,AI,"C3.ai, Inc. Class A Common Stock",1
AG,AIG,"American International Group, Inc. New Common Stock",1
AG,AJG,Arthur J. Gallagher & Co. Common Stock,1
AG,AL,Air Lease Corporation Class A Common Stock,1
AG,ALG,"Alamo Group, Inc. Common Stock",1
AG,AM,Antero Midstream Corporation Common Stock,1
AG,AMG,"Affiliated Managers Group, Inc. Common Stock",1
AG,AN,"AutoNation, Inc. Common Stock",1
AG,AP,Ampco-Pittsburgh Corporation Common Stock,1
AG,APG,APi Group Corporation Common Stock,1
AG,AR,Antero Resources Corporation Common Stock,1
AG,AS,"Amer Sports, Inc. Ordinary Shares",1
AG,ASG,"Liberty All-Star Growth Fund, Inc.",1
AG,AU,AngloGold Ashanti PLC Ordinary Shares,1
AG,AX,"Axos Financial, Inc. Common Stock",1
AG,BG,Bunge Limited Common Shares,1
AG,CAG,"ConAgra Brands, Inc. Common Stock",1
AG,DG,Dollar General Corporation Common Stock,1
AG,EG,"Everest Group, Ltd. Common Stock",1
AG,FG,"F&G Annuities & Life, Inc. Common Stock",1
AG,G,Genpact Limited Common Stock,1
AG,HG,"Hamilton Insurance Group, Ltd. Class B Common Shares",1
AG,IAG,Iamgold Corporation Ordinary Shares,1
AG,IG,Principal Investment Grade Corporate Active ETF,1
AG,MG,Mistras Group Inc Common Stock,1
AG,NG,Novagold Resources Inc.,1
AG,PAG,"Penske Automotive Group, Inc. Common Stock",1
AG,PG,Procter & Gamble Company (The) Common Stock,1
AG,SG,"Sweetgreen, Inc. Class A Common Stock",1
AG,TG,Tredegar Corporation Common Stock,1
AG,VG,"Venture Global, Inc. Class A common stock",1
RENX,CENX,Century Aluminum Company - Common Stock,1
RENX,RENT,"Rent the Runway, Inc. - Class A Common Stock",1
RENX,RGNX,REGENXBIO Inc. - Common Stock,1
RENX,TENX,"Tenax Therapeutics, Inc. - Common Stock",1
RENX,REPX,"Riley Exploration Permian, Inc. Common Stock",1
RENX,REX,REX American Resources Corporation,1
QUBT,UBT,ProShares Ultra 20+ Year Treasury,1
TSLQ,TSLA,"Tesla, Inc.  - Common Stock",1
TSLQ,TSLX,"Sixth Street Specialty Lending, Inc. Common Stock",1
TSLQ,TSQ,"Townsquare Media, Inc. Class A Common Stock",1
BULL,MULL,GraniteShares 2x Long MU Daily ETF,1
BULL,BALL,Ball Corporation Common Stock,1
BULL,BILL,"BILL Holdings, Inc. Common Stock",1
BULL,BULZ,MicroSectors FANG & Innovation 3x Leveraged ETN,1
BULL,BURL,"Burlington Stores, Inc. Common Stock",1
BULL,DULL,"MicroSectors Gold -3X Inverse Leveraged ETNs due January 29, 2043",1
BULL,QULL,ETRACS 2x Leveraged MSCI US Quality Factor TR ETN,1
BURU,BUUU,BUUU Group Limited - Class A Ordinary Share,1
BURU,AURU,Tradr 2X Long AUR Daily ETF,1
BURU,BURL,"Burlington Stores, Inc. Common Stock",1
BURU,GURU,Global X Guru Index ETF,1
SOUN,SUUN,PowerBank Corporation - Common Stock,1
SOUN,SOMN,Southern Company (The) 2025 Series A Corporate Units,1
SOUN,SON,Sonoco Products Company Common Stock,1
SOUN,SUN,Sunoco LP Common Units representing limited partner interests,1
RR,BRR,"ProCap Financial, Inc. - Common Stock",1
RR,ORR,Militia Long/Short Equity ETF,1
RR,RMR,The RMR Group Inc. - Class A Common Stock,1
RR,RRR,"Red Rock Resorts, Inc. - Class A Common Stock",1
RR,AR,Antero Resources Corporation Common Stock,1
RR,ARR,"ARMOUR Residential REIT, Inc.",1
RR,BR,"Broadridge Financial Solutions, Inc. Common Stock",1
RR,CR,Crane Company Common Stock,1
RR,FR,"First Industrial Realty Trust, Inc. Common Stock",1
RR,HR,Healthcare Realty Trust Incorporated Common Stock,1
RR,IR,Ingersoll Rand Inc. Common Stock,1
RR,KR,Kroger Company (The) Common Stock,1
RR,OR,OR Royalties Inc. Common Shares,1
RR,PR,Permian Resources Corporation Class A Common Stock,1
RR,R,"Ryder System, Inc. Common Stock",1
RR,RA,Brookfield Real Assets Income Fund Inc. Common Stock,1
RR,RB,ProShares Russell 2000 Dynamic Buffer ETF,1
RR,RC,Ready Capital Corporation Common Stock,1
RR,RF,Regions Financial Corporation Common Stock,1
RR,RGR,"Sturm, Ruger & Company, Inc. Common Stock",1
RR,RH,RH Common Stock,1
RR,RL,Ralph Lauren Corporation Common Stock,1
RR,RM,Regional Management Corp. Common Stock,1
RR,RNR,RenaissanceRe Holdings Ltd. Common Stock,1
RR,RRC,Range Resources Corporation Common Stock,1
RR,RRX,Regal Rexnord Corporation Common Stock,1
RR,RS,"Reliance, Inc. Common Stock",1
RR,RW,Rainwater Equity ETF,1
RR,RWR,State Street SPDR Dow Jones REIT ETF,1
RR,RY,Royal Bank Of Canada Common Stock,1
RR,SR,Spire Inc. Common Stock,1
RR,TR,"Tootsie Roll Industries, Inc. Common Stock",1
META,MCTA,Charming Medical Limited - Class A Ordinary Shares,1
META,MEHA,"Functional Brands, Inc. - Common Stock",1
META,METC,"Ramaco Resources, Inc. - Class A Common Stock",1
META,QETA,Quetta Acquisition Corporation - Common Stock,1
META,BETA,"Beta Technologies, Inc. Class A Common Stock",1
META,MET,"MetLife, Inc. Common Stock",1
META,MET$A,"MetLife, Inc. Preferred Series A Floating Rate",1
META,ZETA,Zeta Global Holdings Corp. Class A Common Stock,1
AUR,ADUR,Aduro Clean Technologies Inc. - Common Stock,1
AUR,ASUR,Asure Software Inc - Common Stock,1
AUR,AURA,"Aura Biosciences, Inc. - Common Stock",1
AUR,AVR,Anteris Technologies Global Corp. - Common Stock,1
AUR,LAUR,"Laureate Education, Inc. - Common Stock",1
AUR,TUR,iShares MSCI Turkey ETF,1
AUR,ABR,Arbor Realty Trust Common Stock,1
AUR,ACR,ACRES Commercial Realty Corp. Common Stock,1
AUR,AER,AerCap Holdings N.V. Ordinary Shares,1
AUR,AHR,"American Healthcare REIT, Inc. Common Stock",1
AUR,AIR,AAR Corp. Common Stock,1
AUR,AKR,Acadia Realty Trust Common Stock,1
AUR,ALUR,"Allurion Technologies, Inc. Common Stock",1
AUR,AMR,"Alpha Metallurgical Resources, Inc. Common Stock",1
AUR,AOR,iShares Core 60/40 Balanced Allocation ETF,1
AUR,AR,Antero Resources Corporation Common Stock,1
AUR,ARR,"ARMOUR Residential REIT, Inc.",1
AUR,ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock",1
AUR,ATR,"AptarGroup, Inc. Common Stock",1
AUR,AWR,American States Water Company Common Stock,1
AUR,AXR,AMREP Corporation Common Stock,1
AUR,BUR,Burford Capital Limited Ordinary Shares,1
AUR,MUR,Murphy Oil Corporation Common Stock,1
GOOG,GOGO,Gogo Inc. - Common Stock,1
GOOG,GOOGL,Alphabet Inc. - Class A Common Stock,1
GOOG,HOOG,Leverage Shares 2X Long HOOD Daily ETF,1
GOOG,GDOG,Grayscale Dogecoin Trust ETF,1
GOOG,VOOG,Vanguard S&P 500 Growth ETF,1
